,name,bigg_id,metabolites
76,Deoxyguanosine orthophosphate ribosyltransferase,rxn01446_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'pi_c'}, {'coefficient': -1.0, 'bigg_id': 'dgsn_c'}, {'coefficient': 1.0, 'bigg_id': 'gua_c'}, {'coefficient': 1.0, 'bigg_id': '2dr1p_c'}]"
77,butyryl-acyl-carrier protein malonyl-acyl-carrier-protein,rxn05346_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'malACP_c'}, {'coefficient': -1.0, 'bigg_id': 'butACP_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': '3ohexACP_c'}]"
78,D-Glucose-6-phosphate ketol-isomerase,PGI,"[{'coefficient': -1.0, 'bigg_id': 'g6p_c'}, {'coefficient': 1.0, 'bigg_id': 'f6p_c'}]"
79,3R-3-Hydroxypalmitoyl-acyl-carrier-protein hydro-lyase,rxn05335_c,"[{'coefficient': -1.0, 'bigg_id': '3hmrsACP_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'tmrs2eACP_c'}]"
80,NADH dehydrogenase ubiquinone-8 & 3.5 protons,NADH16,"[{'coefficient': -4.5, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'q8_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 3.5, 'bigg_id': 'h_e'}, {'coefficient': 1.0, 'bigg_id': 'q8h2_c'}]"
81,L-Glutamate ammonia ligase ADP-forming,GLNS,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': -1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'gln__L_c'}]"
82,LYSt3r,rxn05305_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'lys__L_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'lys__L_e'}]"
83,L-threonine ammonia-lyase,rxn00737_c,"[{'coefficient': -1.0, 'bigg_id': 'thr__L_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': '2obut_c'}]"
84,Sedoheptulose-7-phosphate D-glyceraldehyde-3-phosphate,TKT1,"[{'coefficient': -1.0, 'bigg_id': 'g3p_c'}, {'coefficient': -1.0, 'bigg_id': 's7p_c'}, {'coefficient': 1.0, 'bigg_id': 'xu5p__D_c'}, {'coefficient': 1.0, 'bigg_id': 'r5p_c'}]"
85,Ribonucleotide reductase ATP,rxn05232_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'trdrd_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'trdox_c'}, {'coefficient': 1.0, 'bigg_id': 'datp_c'}]"
86,4-amino-4-deoxychorismate pyruvate-lyase,rxn03841_c,"[{'coefficient': -1.0, 'bigg_id': '4adcho_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pyr_c'}, {'coefficient': 1.0, 'bigg_id': '4abz_c'}]"
87,L-Glutamate racemase,rxn00193_c,"[{'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__D_c'}]"
88,fumarate transport in/out via proton symport,rxn05561_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'fum_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'fum_c'}]"
89,Arbutin 6-phosphate glucohydrolase,rxn03481_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'arbt6p_c'}, {'coefficient': 1.0, 'bigg_id': 'g6p_B_c'}, {'coefficient': 1.0, 'bigg_id': 'hqn_c'}]"
90,Spermidine-ABC transport,rxn05175_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'spmd_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'spmd_c'}]"
91,14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,rxn05381_c,"[{'coefficient': -1.0, 'bigg_id': 'cpd11517_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11518_c'}]"
92,D-Glucose-6-phosphate NADP 1-oxoreductase,G6PDH2r,"[{'coefficient': -1.0, 'bigg_id': 'nadp_c'}, {'coefficient': -1.0, 'bigg_id': 'g6p_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadph_c'}, {'coefficient': 1.0, 'bigg_id': '6pgl_c'}]"
93,5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,rxn05386_c,"[{'coefficient': -1.0, 'bigg_id': 'cpd11522_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11523_c'}]"
94,Gly-Cys aminopeptidase,rxn12844_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'gly_cys__L_c'}, {'coefficient': 1.0, 'bigg_id': 'gly_c'}, {'coefficient': 1.0, 'bigg_id': 'cys__L_c'}]"
95,ATP nucleoside-diphosphate phosphatransferase,rxn01678_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'dudp_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'dutp_c'}]"
96,Phosphoenolpyruvate D-erythrose-4-phosphate,rxn01332_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'pep_c'}, {'coefficient': -1.0, 'bigg_id': 'e4p_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': '2dda7p_c'}]"
97,NAD kinase dTTP,rxn10060_c,"[{'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'dttp_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'dtdp_c'}]"
98,glycine lipoylprotein oxidoreductase decarboxylating and,rxn06377_c,"[{'coefficient': -1.0, 'bigg_id': 'gly_c'}, {'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'lpro_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'alpro_c'}]"
99,2S 3S-3-hydroxy-2-methylbutanoyl-CoA NAD oxidoreductase,rxn02933_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': '2maacoa_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': '3hmbcoa_c'}]"
100,CDP-Diacylglycerol pyrophostatase n-C16 0,rxn08202_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'cdpdhdecg_c'}, {'coefficient': 1.0, 'bigg_id': 'cmp_c'}, {'coefficient': 1.0, 'bigg_id': 'pa160_c'}]"
101,ATP dephospho-CoA 3-phosphotransferase,rxn00100_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'dpcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}]"
102,Carbamoyl-phosphate L-aspartate carbamoyltransferase,rxn01018_c,"[{'coefficient': -1.0, 'bigg_id': 'asp__L_c'}, {'coefficient': -1.0, 'bigg_id': 'cbp_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'cbasp_c'}]"
103,L-Leucine 2-oxoglutarate aminotransferase,rxn00806_c,"[{'coefficient': -1.0, 'bigg_id': 'glu__L_c'}, {'coefficient': -1.0, 'bigg_id': '4mop_c'}, {'coefficient': 1.0, 'bigg_id': 'akg_c'}, {'coefficient': 1.0, 'bigg_id': 'leu__L_c'}]"
104,Phosphoribosyl-ATP pyrophosphohydrolase,rxn02834_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'prbatp_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'prbamp_c'}]"
105,Nitrate reductase Menaquinol-8,rxn10121_c,"[{'coefficient': -2.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'mql8_c'}, {'coefficient': -1.0, 'bigg_id': 'no3_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'mqn8_c'}, {'coefficient': 2.0, 'bigg_id': 'h_e'}, {'coefficient': 1.0, 'bigg_id': 'no2_c'}]"
106,L-Alanine 3-oxopropanoate aminotransferase,rxn00656_c,"[{'coefficient': -1.0, 'bigg_id': 'ala__L_c'}, {'coefficient': -1.0, 'bigg_id': 'msa_c'}, {'coefficient': 1.0, 'bigg_id': 'pyr_c'}, {'coefficient': 1.0, 'bigg_id': 'ala_B_c'}]"
107,3R-3-Hydroxybutanoyl-acyl-carrier-protein hydro-lyase,rxn05334_c,"[{'coefficient': -1.0, 'bigg_id': '3hoctACP_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'toct2eACP_c'}]"
108,N-R-4-Phosphopantothenoyl-L-cysteine carboxy-lyase,rxn02341_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': '4ppcys_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'pan4p_c'}]"
109,thiazole phosphate synthesis,rxn09310_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'dxyl5p_c'}, {'coefficient': -1.0, 'bigg_id': 'cys__L_c'}, {'coefficient': -1.0, 'bigg_id': 'tyr__L_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o_c'}, {'coefficient': 1.0, 'bigg_id': 'ala__L_c'}, {'coefficient': 1.0, 'bigg_id': '4hba_c'}, {'coefficient': 1.0, 'bigg_id': 'amp_c'}, {'coefficient': 1.0, 'bigg_id': '4mpetz_c'}]"
110,N-5-Phospho-D-ribosylformimino-5-amino-1-,rxn03175_c,"[{'coefficient': -1.0, 'bigg_id': 'prfp_c'}, {'coefficient': 1.0, 'bigg_id': 'prlp_c'}]"
111,Acetyl-CoA formate C-acetyltransferase,PFL,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'for_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'pyr_c'}]"
112,Fumarate transport via proton symport 2 H,rxn10152_c,"[{'coefficient': -2.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'fum_e'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'fum_c'}]"
113,Diffusion of L-proline,rxn10945_c,"[{'coefficient': -1.0, 'bigg_id': 'pro__L_e'}, {'coefficient': 1.0, 'bigg_id': 'pro__L_c'}]"
114,ATP deoxyuridine 5-phosphotransferase,rxn01518_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'duri_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'dump_c'}]"
115,D-serine transport in/out via proton symport,rxn05649_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'ser__D_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'ser__D_c'}]"
116,D-Fructose-1 6-bisphosphate D-glyceraldehyde-3-phosphate-lyase,FBA,"[{'coefficient': -1.0, 'bigg_id': 'fdp_c'}, {'coefficient': 1.0, 'bigg_id': 'g3p_c'}, {'coefficient': 1.0, 'bigg_id': 'dhap_c'}]"
117,sn-Glycerol ABC transport,rxn05158_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'glyc3p_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'glyc3p_c'}]"
118,ATP sulfate adenylyltransferase,rxn00379_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'so4_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'aps_c'}]"
119,L-lysine reversible transport via proton symport,rxn09674_c,"[{'coefficient': -1.0, 'bigg_id': 'h_e'}, {'coefficient': -1.0, 'bigg_id': 'lys__L_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'lys__L_c'}]"
120,L-Histidine-ABC transport,rxn05164_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'his__L_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'his__L_c'}]"
121,aminopeptidase,rxn12640_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'ala_L_glu__L_c'}, {'coefficient': 1.0, 'bigg_id': 'ala__L_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}]"
122,anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,rxn10206_c,"[{'coefficient': -1.0, 'bigg_id': 'fa12coa_c'}, {'coefficient': -1.0, 'bigg_id': 'glyc3p_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd15672_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}]"
123,12-methyl-3-oxo-tetra-decanoyl-ACP NADP oxidoreductase,rxn05376_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11512_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11513_c'}]"
124,3R-3-Hydroxytetradecanoyl-acyl-carrier-protein NADP,rxn05342_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': '3omrsACP_c'}, {'coefficient': 1.0, 'bigg_id': '3hmrsACP_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}]"
125,Lauroyl-CoA acetyl-CoA C-acyltransferase,rxn06510_c,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'ddcacoa_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': '3otdcoa_c'}]"
126,ADP-D-glycero-D-manno-heptose 6-epimerase,rxn03511_c,"[{'coefficient': -1.0, 'bigg_id': 'adphep_DD_c'}, {'coefficient': 1.0, 'bigg_id': 'adphep_LD_c'}]"
127,3-Methylbutanoyl-CoA acceptor 2 3-oxidoreductase,rxn02866_c,"[{'coefficient': -1.0, 'bigg_id': '3mb2coa_c'}, {'coefficient': -1.0, 'bigg_id': 'fadh2_c'}, {'coefficient': 1.0, 'bigg_id': 'ivcoa_c'}, {'coefficient': 1.0, 'bigg_id': 'fad_c'}]"
128,cysteine synthase Thiosulfate,rxn05733_c,"[{'coefficient': -1.0, 'bigg_id': 'tsul_c'}, {'coefficient': -1.0, 'bigg_id': 'trdrd_c'}, {'coefficient': -1.0, 'bigg_id': 'acser_c'}, {'coefficient': 1.0, 'bigg_id': 'ac_c'}, {'coefficient': 1.0, 'bigg_id': 'trdox_c'}, {'coefficient': 1.0, 'bigg_id': 'so3_c'}, {'coefficient': 1.0, 'bigg_id': 'cys__L_c'}]"
129,hexanoyl-acyl-carrier protein malonyl-acyl-carrier-protein,rxn05350_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'malACP_c'}, {'coefficient': -1.0, 'bigg_id': 'hexACP_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': '3ooctACP_c'}]"
130,L-Aspartic acid oxygen oxidoreductase deaminating,rxn00262_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'o2_c'}, {'coefficient': -1.0, 'bigg_id': 'asp__L_c'}, {'coefficient': 1.0, 'bigg_id': 'oaa_c'}, {'coefficient': 1.0, 'bigg_id': 'nh4_c'}, {'coefficient': 1.0, 'bigg_id': 'h2o2_c'}]"
131,3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase,rxn02404_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'kdo8p_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'kdo_c'}]"
132,formate dehydrogenase quinone-8 2 protons,rxn10114_c,"[{'coefficient': -3.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'for_c'}, {'coefficient': -1.0, 'bigg_id': 'q8_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 2.0, 'bigg_id': 'h_e'}, {'coefficient': 1.0, 'bigg_id': 'q8h2_c'}]"
133,alpha-D-Glucose 1-phosphate 1 6-phosphomutase,rxn00704_c,"[{'coefficient': -1.0, 'bigg_id': 'g6p_c'}, {'coefficient': 1.0, 'bigg_id': 'g1p_c'}]"
134,L-Glutamate 5-semialdehyde NAD oxidoreductase,rxn00183_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'nad_c'}, {'coefficient': -1.0, 'bigg_id': 'glu5sa_c'}, {'coefficient': 2.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nadh_c'}, {'coefficient': 1.0, 'bigg_id': 'glu__L_c'}]"
135,Orotidine-5-phosphate carboxy-lyase,rxn00710_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'orot5p_c'}, {'coefficient': 1.0, 'bigg_id': 'ump_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}]"
136,Dipeptide transport via ABC system cgly,rxn05539_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'cgly_e'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'cgly_c'}]"
137,12-methyl-trans-tetra-dec-2-enoyl-ACP NAD oxidoreductase A-specific,rxn05437_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11514_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11515_c'}]"
138,S-Adenosyl-L-methionine precorrin-4 C20-methyltransferase,rxn02775_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'pre2_c'}, {'coefficient': -1.0, 'bigg_id': 'amet_c'}, {'coefficient': 1.0, 'bigg_id': 'ahcys_c'}, {'coefficient': 1.0, 'bigg_id': 'pre3a_c'}]"
139,4-imidazolone-5-propanoate amidohydrolase,rxn01642_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': '4izp_c'}, {'coefficient': 1.0, 'bigg_id': 'forglu_c'}]"
140,ATP D-fructose-6-phosphate 1-phosphotransferase,rxn00545_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'f6p_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'fdp_c'}]"
141,Nicotinate-nucleotide dimethylbenzimidazole,rxn02897_c,"[{'coefficient': -1.0, 'bigg_id': 'dmbzid_c'}, {'coefficient': -1.0, 'bigg_id': 'nicrnt_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'nac_c'}, {'coefficient': 1.0, 'bigg_id': '5prdmbz_c'}]"
142,Xanthosine orthophosphate ribosyltransferase,rxn01649_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'pi_c'}, {'coefficient': -1.0, 'bigg_id': 'xtsn_c'}, {'coefficient': 1.0, 'bigg_id': 'r1p_c'}, {'coefficient': 1.0, 'bigg_id': 'xan_c'}]"
143,L-Malate glyoxylate-lyase CoA-acetylating,MALS,"[{'coefficient': -1.0, 'bigg_id': 'accoa_c'}, {'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'glx_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'coa_c'}, {'coefficient': 1.0, 'bigg_id': 'mal__L_c'}]"
144,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,rxn03916_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'gmhep1p_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'adphep_DD_c'}]"
145,CDP-Diacylglycerol pyrophostatase n-C16 1,rxn08203_c,"[{'coefficient': -1.0, 'bigg_id': 'h2o_c'}, {'coefficient': -1.0, 'bigg_id': 'cdpdhdec9eg_c'}, {'coefficient': 1.0, 'bigg_id': 'cmp_c'}, {'coefficient': 1.0, 'bigg_id': 'pa161_c'}]"
146,9-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating,rxn05396_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'malACP_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11532_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11533_c'}]"
147,S-adenosyl-L-methionine cobalt-factor-II C20-methyltransferase,rxn04046_c,"[{'coefficient': -1.0, 'bigg_id': 'amet_c'}, {'coefficient': -1.0, 'bigg_id': 'copre2_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'ahcys_c'}, {'coefficient': 1.0, 'bigg_id': 'copre3_c'}]"
148,5-methyltetrahydrofolate NADP oxidoreductase,rxn00910_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': 'mlthf_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': '5mthf_c'}]"
149,UDP-N-acetylmuramate L-alanine ligase ADP-forming,rxn02286_c,"[{'coefficient': -1.0, 'bigg_id': 'atp_c'}, {'coefficient': -1.0, 'bigg_id': 'ala__L_c'}, {'coefficient': -1.0, 'bigg_id': 'uamr_c'}, {'coefficient': 1.0, 'bigg_id': 'h_c'}, {'coefficient': 1.0, 'bigg_id': 'adp_c'}, {'coefficient': 1.0, 'bigg_id': 'pi_c'}, {'coefficient': 1.0, 'bigg_id': 'uama_c'}]"
150,4-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating,rxn05363_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'malACP_c'}, {'coefficient': -1.0, 'bigg_id': 'cpd11499_c'}, {'coefficient': 1.0, 'bigg_id': 'co2_c'}, {'coefficient': 1.0, 'bigg_id': 'ACP_c'}, {'coefficient': 1.0, 'bigg_id': 'cpd11500_c'}]"
151,1S 2R-1-C-indol-3-ylglycerol 3-phosphate,TRPS3,"[{'coefficient': -1.0, 'bigg_id': '3ig3p_c'}, {'coefficient': 1.0, 'bigg_id': 'g3p_c'}, {'coefficient': 1.0, 'bigg_id': 'indole_c'}]"
152,5-amino-6-5-phosphoribitylaminouracil NADP 1-oxidoreductase,rxn02474_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadph_c'}, {'coefficient': -1.0, 'bigg_id': '5apru_c'}, {'coefficient': 1.0, 'bigg_id': 'nadp_c'}, {'coefficient': 1.0, 'bigg_id': '5aprbu_c'}]"
153,Dodecanoyl-acyl-carrier protein malonyl-CoA,rxn05324_c,"[{'coefficient': -1.0, 'bigg_id': 'h_c'}, {'coefficient': -1.0, 'bigg_id': 'nadh_c'}, {'coefficient': -1.0, 'bigg_id': 'tddec2eACP_c'}, {'coefficient': 1.0, 'bigg_id': 'nad_c'}, {'coefficient': 1.0, 'bigg_id': 'ddcaACP_c'}]"
154,trans trans-Farnesyl-diphosphate isopentenyl-diphosphate,rxn01486_c,"[{'coefficient': -1.0, 'bigg_id': 'ipdp_c'}, {'coefficient': -1.0, 'bigg_id': 'frdp_c'}, {'coefficient': 1.0, 'bigg_id': 'ppi_c'}, {'coefficient': 1.0, 'bigg_id': 'ggdp_c'}]"
